Bus,x,y
way/338948868-220,13.751444206862784,37.96725623367729
way/338969614-220,15.281503865743026,38.20381553001637
way/339104227-380,9.635817774817358,45.22572626353987
way/339703159-220,11.478784252192298,43.56466861772572
way/339703159-380,11.479050973648167,43.5648562218346
way/339706878-380,13.533234889837969,41.53463303650896
way/339706879-220,13.534413611617808,42.85074838433845
way/339706879-380,13.534683522408264,42.8509306815747
way/339706880-380,11.829433564439231,42.37402658126666
way/34157795-220,9.092290909379724,45.53843750816028
way/34157795-380,9.092558935319891,45.53863096277139
way/347968939-220,11.7786275503188,47.085516696092746
way/348500306-220,9.934277067153044,46.30026694561209
way/350356755-220,10.37183737076043,44.91436392627048
way/35487135-220,8.920590110295574,46.028484492512405
way/354923815-220,9.178651074797946,45.48349128250471
way/35680992-220,11.320964155157704,46.47757597161371
way/363469921-380,11.681753525338667,44.83544332110282
way/36348118-220,9.418694477738638,46.76521906559432
way/364949845-220,8.130858273297985,46.39576493445295
way/364949845-380,8.131182017993615,46.395831155773216
way/365556107-220,9.195200226426904,46.77471216046119
way/36873258-220,13.501754017021938,43.57273551427839
way/36873258-380,13.502027247364191,43.57291776580208
way/370531649-220,9.507770272651566,45.05183729196122
way/375892272-220,8.399458995710239,39.20559416066333
way/375907988-220,13.019331740169214,37.62205356212289
way/375908008-220,12.58825414297906,37.876078223701725
way/375922075-220,14.730669662602688,36.90194786107364
way/375922076-220,15.214516149887112,37.13915219153102
way/376351180-220,13.410774453934202,42.51141481903724
way/376502663-220,14.21627566794808,40.87589303614188
way/376502734-220,14.301125994980914,40.91013015667595
way/376642649-220,9.215795647692838,45.52944531106769
way/376952592-220,14.394923034729134,40.91998573630809
way/376952616-220,14.654000509844812,40.7617628517563
way/377444648-220,14.275635832011536,40.93045262043151
way/377444657-220,14.249138071021235,40.90542979260898
way/377588184-220,14.321470711189296,40.99144875458552
way/377588185-220,14.375418190513118,41.05584568385507
way/377588191-220,14.383832272426876,40.97793222759027
way/377588196-220,14.349151549466232,41.05466939426871
way/377830944-220,7.614702359378025,45.10168056313169
way/377832777-220,10.149280636225894,46.20561572919586
way/391576135-220,8.1183564066559,46.1673028084652
way/391577741-220,8.070149099603311,46.18823449403168
way/392068532-380,15.070723542155829,41.75746312161721
way/39255054-380,10.296797936181102,44.7773677174362
way/402055336-220,7.273283710840494,46.49157706605423
way/40634284-220,11.166870388732786,43.84882492755656
way/40634284-380,11.167137416689831,43.84901329757305
way/409439916-380,8.30588066879918,40.8435785368336
way/409768426-220,9.14015557893676,40.127285838504505
way/411026199-380,15.000264650091916,41.93602954425781
way/412967421-220,10.08457981098628,46.1529456575442
way/412967424-220,10.351712494524913,46.486225300370855
way/41360305-380,11.055421599034814,43.80653142480525
way/414663585-380,10.456999531885833,43.38577209205995
way/416438053-225,6.959043574187663,43.55285479813017
way/416438054-225,6.732421148659034,43.43745056090035
way/416679116-220,12.113133248504417,45.55796296997482
way/416679117-220,12.204424362332018,45.46962781959314
way/416989699-380,11.538800806610633,42.359450655926175
way/418565263-380,15.538874339381222,41.50201564014679
way/418565264-380,15.423441556172428,41.62573161105927
way/41892273-220,13.471471226410229,45.85215942671775
way/41892273-380,13.471696683429986,45.851986420419
way/41892273-400,13.471797490793072,45.85220939419533
way/419423700-220,14.128079173895417,41.47634537331002
way/419423704-220,14.089694893713862,41.381521156129416
